anime_id,anime_url,title,synopsis,genres,type,studio,aired_date,episodes,members,rating_class
68554,https://myanimelist.net68554,Anime Legend Chronicles Vol. 960,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 90],"Action, Fantasy, Sci-Fi",Special,Studio_Alpha_13,Jan 2017,13.0,1296,Low
69135,https://myanimelist.net69135,Anime Legend Chronicles Vol. 961,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 27],Sci-Fi,OVA,Studio_Alpha_81,1992-09-18,6.0,10382,Low
84527,https://myanimelist.net84527,Anime Legend Chronicles Vol. 962,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 68]","Romance, Drama, Slice of Life, Comedy",Movie,Studio_Alpha_222,"Nov 03, 2002",49.0,20987,High
6104,https://myanimelist.net6104,Anime Legend Chronicles Vol. 963,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 47]","Action, Comedy, Fantasy",OVA,Studio_Alpha_101,Feb 2009,31.0,21353,Low
46685,https://myanimelist.net46685,Anime Legend Chronicles Vol. 964,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 15],"Supernatural, Romance",Movie,Studio_Alpha_242,2009-09-14,19.0,32946,Low
88009,https://myanimelist.net88009,Anime Legend Chronicles Vol. 965,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 15],Slice of Life,TV,Bones,2015-12-06,13.0,22697,Low
42433,https://myanimelist.net42433,Anime Legend Chronicles Vol. 966,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 49],"Sci-Fi, Slice of Life",TV,Studio_Alpha_0,2001-07-11,1.0,10633,Low
5911,https://myanimelist.net5911,Anime Legend Chronicles Vol. 967,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 60]",Fantasy,Movie,Ufotable,2019-08-07,30.0,5121,High
96876,https://myanimelist.net96876,Anime Legend Chronicles Vol. 968,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 70]",Comedy,OVA,Studio_Alpha_205,Nov 2002,11.0,1041,Low
94845,https://myanimelist.net94845,Anime Legend Chronicles Vol. 969,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 14],"Action, Drama, Sci-Fi",Special,Studio_Alpha_126,Apr 1997,6.0,11441,Low
2576,https://myanimelist.net2576,Anime Legend Chronicles Vol. 970,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 46],"Romance, Comedy, Thriller, Slice of Life",OVA,Studio_Alpha_308,1991-12-21,16.0,36359,Low
13432,https://myanimelist.net13432,Anime Legend Chronicles Vol. 971,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 16],"Supernatural, Adventure, Romance",Movie,Studio_Alpha_218,"Sep 25, 1991",2.0,100192,Low
73343,https://myanimelist.net73343,Anime Legend Chronicles Vol. 972,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 44],"Supernatural, Fantasy",TV,Studio_Alpha_90,Aug 1994,36.0,3066,Low
28000,https://myanimelist.net28000,Anime Legend Chronicles Vol. 973,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 57]","Romance, Supernatural",Movie,Toei Animation,1997-10-29,7.0,823732,Low
65472,https://myanimelist.net65472,Anime Legend Chronicles Vol. 974,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 61],Romance,TV,Studio_Alpha_219,2000-08-02,26.0,65306,High
70762,https://myanimelist.net70762,Anime Legend Chronicles Vol. 975,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 59],"Sci-Fi, Supernatural",TV,Studio_Alpha_311,Dec 2015,14.0,45759,High
57169,https://myanimelist.net57169,Anime Legend Chronicles Vol. 976,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 33],"Drama, Action, Adventure",OVA,Studio_Alpha_284,"Dec 31, 2019",9.0,19850,Low
6448,https://myanimelist.net6448,Anime Legend Chronicles Vol. 977,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 98],Adventure,TV,Studio_Alpha_33,Oct 1994,36.0,100,Low
98176,https://myanimelist.net98176,Anime Legend Chronicles Vol. 978,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 57],"Slice of Life, Supernatural",Movie,Studio_Alpha_297,Jul 1994,16.0,26729,High
68050,https://myanimelist.net68050,Anime Legend Chronicles Vol. 979,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 44]","Thriller, Sci-Fi, Adventure, Romance",Movie,Studio_Alpha_291,Apr 2009,8.0,8564,Low
2938,https://myanimelist.net2938,Anime Legend Chronicles Vol. 980,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 64]","Action, Fantasy",TV,Studio_Alpha_242,Jul 2011,28.0,131286,Low
16394,https://myanimelist.net16394,Anime Legend Chronicles Vol. 981,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 65]","Comedy, Slice of Life, Supernatural",TV,Studio_Alpha_176,"Oct 08, 2010",36.0,12413,Low
91503,https://myanimelist.net91503,Anime Legend Chronicles Vol. 982,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 33]","Supernatural, Romance, Slice of Life",TV,Studio_Alpha_2,May 1991,14.0,115254,Low
3436,https://myanimelist.net3436,Anime Legend Chronicles Vol. 983,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 47]",Drama,TV,A-1 Pictures,2007-10-16,27.0,3909,Low
60242,https://myanimelist.net60242,Anime Legend Chronicles Vol. 984,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 23],"Sci-Fi, Romance, Comedy, Action",TV,Madhouse,2015-11-04,10.0,7208,High
63937,https://myanimelist.net63937,Anime Legend Chronicles Vol. 985,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 51]","Romance, Drama",TV,Studio_Alpha_142,Feb 2010,34.0,6993,Low
87171,https://myanimelist.net87171,Anime Legend Chronicles Vol. 986,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 49],"Fantasy, Thriller, Drama",OVA,Bones,Feb 2001,18.0,32510,Low
14039,https://myanimelist.net14039,Anime Legend Chronicles Vol. 987,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 87],"Romance, Supernatural, Thriller",TV,,Nov 2021,4.0,72464,Low
88616,https://myanimelist.net88616,Anime Legend Chronicles Vol. 988,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 31],"Drama, Adventure",TV,Studio_Alpha_115,"Jun 21, 1992",13.0,10658,Low
44296,https://myanimelist.net44296,Anime Legend Chronicles Vol. 989,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 54],Comedy,Special,Studio_Alpha_202,"Dec 19, 2014",7.0,63715,Low
5881,https://myanimelist.net5881,Anime Legend Chronicles Vol. 990,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 15],"Drama, Sci-Fi",Movie,Studio_Alpha_325,"Jun 10, 2016",15.0,21660,Low
43166,https://myanimelist.net43166,Anime Legend Chronicles Vol. 991,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 88],"Romance, Adventure, Slice of Life, Sci-Fi",TV,Studio_Alpha_97,Oct 2010,14.0,957,Low
89808,https://myanimelist.net89808,Anime Legend Chronicles Vol. 992,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 45],Slice of Life,OVA,MAPPA,Aug 1994,13.0,67179,Low
52089,https://myanimelist.net52089,Anime Legend Chronicles Vol. 993,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 19]","Adventure, Slice of Life",TV,Studio Pierrot,Feb 2011,7.0,1193,Low
22583,https://myanimelist.net22583,Anime Legend Chronicles Vol. 994,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 56],"Fantasy, Sci-Fi, Slice of Life",TV,Studio_Alpha_269,2016-01-30,5.0,385,Low
26114,https://myanimelist.net26114,Anime Legend Chronicles Vol. 995,"A thrilling psychological game where players must bet their memories to win millions. Trust no one, betray everyone. [Episode ID: 96]","Romance, Comedy, Thriller, Adventure",Movie,MAPPA,"Feb 26, 2020",11.0,4710,Low
55417,https://myanimelist.net55417,Anime Legend Chronicles Vol. 996,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 13],"Drama, Romance, Slice of Life, Fantasy",TV,A-1 Pictures,Mar 2011,17.0,1731,Low
97292,https://myanimelist.net97292,Anime Legend Chronicles Vol. 997,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 87],"Action, Supernatural, Slice of Life",Special,,Jun 2009,28.0,27025,Low
77677,https://myanimelist.net77677,Anime Legend Chronicles Vol. 998,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 14],"Fantasy, Slice of Life, Sci-Fi, Thriller",TV,Studio_Alpha_154,Jan 1990,33.0,36112,Low
83584,https://myanimelist.net83584,Anime Legend Chronicles Vol. 999,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 18],"Fantasy, Drama, Thriller",Movie,Studio_Alpha_34,"Oct 12, 1998",36.0,47166,Low
16056,https://myanimelist.net16056,Anime Legend Chronicles Vol. 1000,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 92],"Comedy, Sci-Fi, Drama",OVA,Studio_Alpha_92,"Jun 07, 2018",26.0,10057,Low
74049,https://myanimelist.net74049,Anime Legend Chronicles Vol. 1001,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 56],"Slice of Life, Fantasy, Action, Romance",TV,Studio_Alpha_225,2003-12-11,28.0,4298,Low
27500,https://myanimelist.net27500,Anime Legend Chronicles Vol. 1002,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 82],"Slice of Life, Romance",Movie,Toei Animation,"Apr 28, 1994",10.0,4447,Low
93919,https://myanimelist.net93919,Anime Legend Chronicles Vol. 1003,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 87]","Romance, Supernatural, Slice of Life, Comedy",Special,Ufotable,2016-04-20,30.0,11374,High
9518,https://myanimelist.net9518,Anime Legend Chronicles Vol. 1004,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 96],Fantasy,OVA,,Aug 2017,5.0,21022,Low
52202,https://myanimelist.net52202,Anime Legend Chronicles Vol. 1005,An ancient curse awakens in modern-day Tokyo! A regular student inherits the powers of a dragon god to save his childhood friend. [Episode ID: 57],"Action, Slice of Life",OVA,Studio_Alpha_13,"Aug 26, 2016",10.0,86886,Low
43307,https://myanimelist.net43307,Anime Legend Chronicles Vol. 1006,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 66],"Slice of Life, Sci-Fi, Adventure, Comedy",TV,,Jul 2008,35.0,794,Low
71604,https://myanimelist.net71604,Anime Legend Chronicles Vol. 1007,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 83]","Sci-Fi, Drama, Fantasy, Action",TV,Studio_Alpha_338,"Jul 28, 2010",5.0,55176,High
20838,https://myanimelist.net20838,Anime Legend Chronicles Vol. 1008,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 77],Sci-Fi,TV,Studio_Alpha_247,"Jun 03, 2007",12.0,21382,Low
35704,https://myanimelist.net35704,Anime Legend Chronicles Vol. 1009,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 60],"Drama, Thriller, Action, Fantasy",Movie,Studio_Alpha_100,2001-01-20,25.0,563085,Low
74529,https://myanimelist.net74529,Anime Legend Chronicles Vol. 1010,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 93],Action,TV,,"Sep 23, 1991",7.0,19925,Low
89513,https://myanimelist.net89513,Anime Legend Chronicles Vol. 1011,Space captain Jack navigates the dangerous outer rims of galaxy 9. Will he survive the alien invasion? Find out in 2026! [Episode ID: 41],Thriller,OVA,Sunrise,Aug 2012,,214302,Low
74724,https://myanimelist.net74724,Anime Legend Chronicles Vol. 1012,"In a world devastated by magic, a young warrior seeks revenge against the dark lord. Along the way, friends are made and lost!! [Episode ID: 13]","Action, Romance, Sci-Fi",TV,Studio_Alpha_250,"Jun 16, 1995",40.0,14642,Low
50032,https://myanimelist.net50032,Anime Legend Chronicles Vol. 1013,A comedic slice-of-life story about five high school girls starting their own rock band... containing cute moments and songs. [Episode ID: 73],"Sci-Fi, Supernatural, Comedy, Adventure",TV,Studio_Alpha_311,Jan 1991,,24210,Low
